Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	1413	1436	-	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SMART	SM00034	CLECT_2	669	809	2.8E-29	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SMART	SM00034	CLECT_2	972	1108	1.3E-34	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF56436	C-type lectin-like	960	1111	1.57E-33	T	22-10-2020	IPR016187	C-type lectin fold		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	232	370	2.7E-35	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	666	817	1.4E-29	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50041	C-type lectin domain profile.	389	505	28.314	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	CDD	cd00037	CLECT	982	1109	1.1105E-20	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	CDD	cd00037	CLECT	1137	1245	1.97428E-13	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	CDD	cd03590	CLECT_DC-SIGN_like	382	506	1.70981E-34	T	22-10-2020	IPR033989	CD209-like, C-type lectin-like domain		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50041	C-type lectin domain profile.	1273	1384	16.589	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	509	646	1.8E-28	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	372	508	1.1E-41	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSitePatterns	PS00615	C-type lectin domain signature.	481	504	-	T	22-10-2020	IPR018378	C-type lectin, conserved site		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Coils	Coil	Coil	1471	1479	-	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	CDD	cd00037	CLECT	247	361	1.13695E-32	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	1412	-	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF56436	C-type lectin-like	376	507	6.07E-42	T	22-10-2020	IPR016187	C-type lectin fold		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SMART	SM00458	ricin_3	41	161	2.5E-15	T	22-10-2020	IPR000772	Ricin B, lectin domain		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:2.80.10.50	-	40	173	3.3E-35	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF56436	C-type lectin-like	661	811	7.93E-29	T	22-10-2020	IPR016187	C-type lectin fold		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50041	C-type lectin domain profile.	528	635	19.764	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50041	C-type lectin domain profile.	1132	1238	16.832	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	CDD	cd00037	CLECT	531	644	2.954E-25	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50041	C-type lectin domain profile.	832	951	23.936	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	CDD	cd00037	CLECT	1276	1394	1.22927E-15	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	PANTHER	PTHR22803:SF69	C-TYPE MANNOSE RECEPTOR 2	2	1479	0.0	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	1437	1479	-	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1413	1435	-	T	22-10-2020
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF56436	C-type lectin-like	235	368	2.82E-37	T	22-10-2020	IPR016187	C-type lectin fold		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF56436	C-type lectin-like	1126	1252	1.3E-24	T	22-10-2020	IPR016187	C-type lectin fold		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50041	C-type lectin domain profile.	678	809	18.432	T	22-10-2020	IPR001304	C-type lectin-like		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF56436	C-type lectin-like	1256	1396	3.15E-27	T	22-10-2020	IPR016187	C-type lectin fold		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SUPERFAMILY	SSF50370	Ricin B-like lectins	41	173	5.53E-26	T	22-10-2020	IPR035992	Ricin B-like lectins		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	SMART	SM00059	FN2_2	180	228	6.6E-27	T	22-10-2020	IPR000562	Fibronectin type II domain		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	1254	1396	3.1E-23	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	818	953	5.0E-31	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS51092	Fibronectin type-II collagen-binding domain profile.	182	230	20.011	T	22-10-2020	IPR000562	Fibronectin type II domain		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	Gene3D	G3DSA:3.10.100.10	-	1124	1244	1.3E-19	T	22-10-2020	IPR016186	C-type lectin-like/link domain superfamily		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSiteProfiles	PS50231	Lectin domain of ricin B chain profile.	54	121	12.279	T	22-10-2020	IPR000772	Ricin B, lectin domain		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	ProSitePatterns	PS00023	Fibronectin type-II collagen-binding domain signature.	187	228	-	T	22-10-2020	IPR000562	Fibronectin type II domain		
Homo_sapiens_MRC2_HUMAN_C-type_mannose_receptor_2_Q9UBG0	b79dfc19e9cfbfdac503a0e169a101d8	1479	PANTHER	PTHR22803	MANNOSE, PHOSPHOLIPASE, LECTIN RECEPTOR RELATED	2	1479	0.0	T	22-10-2020
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	SUPERFAMILY	SSF49785	Galactose-binding domain-like	3553	3697	3.69E-45	T	22-10-2020	IPR008979	Galactose-binding-like domain superfamily		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	1695	1845	37.011	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	1519	1535	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	SUPERFAMILY	SSF49785	Galactose-binding domain-like	12027	12171	1.77E-41	T	22-10-2020	IPR008979	Galactose-binding-like domain superfamily		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	6018	6168	40.752	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01285	Coagulation factors 5/8 type C domain (FA58C) signature 1.	1277	1307	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	CDD	cd00057	FA58C	5243	5391	7.02309E-39	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	SUPERFAMILY	SSF49785	Galactose-binding domain-like	5863	6015	2.62E-38	T	22-10-2020	IPR008979	Galactose-binding-like domain superfamily		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01285	Coagulation factors 5/8 type C domain (FA58C) signature 1.	4511	4540	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01285	Coagulation factors 5/8 type C domain (FA58C) signature 1.	7891	7920	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	12177	12328	37.721	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01285	Coagulation factors 5/8 type C domain (FA58C) signature 1.	9121	9150	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	4760	4776	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	2749	2765	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	473	623	35.482	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	913	929	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	CDD	cd00057	FA58C	12031	12172	1.99276E-39	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	7371	7387	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	6329	6468	25.76	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	CDD	cd00057	FA58C	4937	5083	8.29775E-33	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	CDD	cd00057	FA58C	939	1085	2.87985E-39	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01285	Coagulation factors 5/8 type C domain (FA58C) signature 1.	13323	13352	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	SUPERFAMILY	SSF49785	Galactose-binding domain-like	4934	5085	3.47E-40	T	22-10-2020	IPR008979	Galactose-binding-like domain superfamily		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	CDD	cd00057	FA58C	8006	8152	1.20834E-38	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	SUPERFAMILY	SSF49785	Galactose-binding domain-like	173	317	1.42E-41	T	22-10-2020	IPR008979	Galactose-binding-like domain superfamily		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	25	168	38.049	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	9678	9694	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	2165	2308	31.986	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	CDD	cd00057	FA58C	4468	4616	4.49073E-34	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01286	Coagulation factors 5/8 type C domain (FA58C) signature 2.	6913	6929	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSitePatterns	PS01285	Coagulation factors 5/8 type C domain (FA58C) signature 1.	9588	9617	-	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	6934	7084	36.301	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	5397	5547	37.776	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	2925	3078	37.584	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	SUPERFAMILY	SSF49785	Galactose-binding domain-like	12806	12954	2.98E-46	T	22-10-2020	IPR008979	Galactose-binding-like domain superfamily		
Nematostella_XP_032221280.1	db94a1f1762c686a090014bcbd938f96	13831	ProSiteProfiles	PS50022	Coagulation factors 5/8 type C domain (FA58C) profile.	10774	10925	39.96	T	22-10-2020	IPR000421	Coagulation factor 5/8 C-terminal domain		
